"lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"RES_Suburb_Semi_Urban","~~","RES_Rural","",-0.0652098954627552,0,NA,NA,-0.0652098954627552,-0.0652098954627552,-0.0652098954627552,-0.343202682541068,-0.0652098954627552
"RES_Rural","~~","RES_Rural","",0.201641946253626,0,NA,NA,0.201641946253626,0.201641946253626,0.201641946253626,1,0.201641946253626
"dQ3D","~*~","dQ3D","",0.853519769101663,0,NA,NA,0.853519769101663,0.853519769101663,0.853519769101663,1,1
"dQ5D","~*~","dQ5D","",0.868144119259633,0,NA,NA,0.868144119259633,0.868144119259633,0.868144119259633,1,1
"dQ10D","~*~","dQ10D","",0.713754117616524,0,NA,NA,0.713754117616524,0.713754117616524,0.713754117616524,1,1
"dQ13D","~*~","dQ13D","",0.679692236921117,0,NA,NA,0.679692236921117,0.679692236921117,0.679692236921117,1,1
"dQ16D","~*~","dQ16D","",0.815792375675299,0,NA,NA,0.815792375675299,0.815792375675299,0.815792375675299,1,1
"dQ17D","~*~","dQ17D","",0.738513713881984,0,NA,NA,0.738513713881984,0.738513713881984,0.738513713881984,1,1
"dQ21D","~*~","dQ21D","",0.721585696721882,0,NA,NA,0.721585696721882,0.721585696721882,0.721585696721882,1,1
"dQ2A","~*~","dQ2A","",0.949412037913236,0,NA,NA,0.949412037913236,0.949412037913236,0.949412037913236,1,1
"dQ4A","~*~","dQ4A","",0.864274164842983,0,NA,NA,0.864274164842983,0.864274164842983,0.864274164842983,1,1
"dQ7A","~*~","dQ7A","",0.838937108311578,0,NA,NA,0.838937108311578,0.838937108311578,0.838937108311578,1,1
"dQ9A","~*~","dQ9A","",0.731540489163262,0,NA,NA,0.731540489163262,0.731540489163262,0.731540489163262,1,1
"dQ15A","~*~","dQ15A","",0.641556626158512,0,NA,NA,0.641556626158512,0.641556626158512,0.641556626158512,1,1
"dQ19A","~*~","dQ19A","",0.82525157445455,0,NA,NA,0.82525157445455,0.82525157445455,0.82525157445455,1,1
"dQ20A","~*~","dQ20A","",0.777163428971354,0,NA,NA,0.777163428971354,0.777163428971354,0.777163428971354,1,1
