"lhs","op","rhs","group","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"dQ14S","|","t2",1,".p92.",0.143521192355594,0.0582308294953761,2.46469427963397,0.0137130199485511,0.0293908637547644,0.257651520956424
"dQ14S","|","t3",1,".p93.",0.829722102984558,0.0676939004728293,12.2569699365689,0,0.697044496084774,0.962399709884342
"dQ18S","|","t1",1,".p94.",-0.442505741758767,0.0671894283347683,-6.58594294855437,4.52007320461689e-11,-0.574194601436747,-0.310816882080786
"dQ18S","|","t2",1,".p95.",0.227233693008394,0.0594283003974835,3.82366131100085,0.000131484499997114,0.110756364566899,0.343711021449889
"dQ18S","|","t3",1,".p96.",0.77625051134152,0.0685887653211854,11.3174585911631,0,0.641819001567926,0.910682021115113
"rQ1","|","t1",1,".p97.",-1.50885395958718,0.100622352052739,-14.9952165578116,0,-1.70607014565025,-1.3116377735241
"rQ1","|","t2",1,".p98.",-0.776947913264806,0.0630773135909282,-12.3173906597149,0,-0.900577176144564,-0.653318650385048
"rQ1","|","t3",1,".p99.",-0.0761391906011436,0.0497409878544549,-1.53071327863313,0.125840270539709,-0.17362973535132,0.0213513541490323
"rQ1","|","t4",1,".p100.",0.887433199911258,0.0695662204491353,12.7566683108812,0,0.751085913290379,1.02378048653214
"rQ3","|","t1",1,".p101.",-1.37542259491109,0.090957877061691,-15.1215336081144,0,-1.55369675806223,-1.19714843175996
"rQ3","|","t2",1,".p102.",-0.543960050968905,0.057219372553672,-9.50657140566628,0,-0.656107960392082,-0.431812141545728
"rQ3","|","t3",1,".p103.",-0.0960689983795884,0.0508336850034958,-1.88986886103146,0.0587755010661721,-0.195701190187894,0.00356319342871714
"rQ3","|","t4",1,".p104.",0.969569331804244,0.0753407935035438,12.8691149471188,0,0.821904089970629,1.11723457363786
"rQ5","|","t1",1,".p105.",-1.72730296175595,0.12009459127418,-14.3828539106517,0,-1.9626840353914,-1.4919218881205
"rQ5","|","t2",1,".p106.",-0.631884543543315,0.0609749553783068,-10.3630177279002,0,-0.751393260043733,-0.512375827042897
"rQ5","|","t3",1,".p107.",-0.0541215770319403,0.0478560297899426,-1.13092492773637,0.258086690314535,-0.147917671863304,0.0396745177994232
"rQ5","|","t4",1,".p108.",0.975294860566005,0.0725104496837921,13.4504042495824,0,0.833176990682968,1.11741273044904
"rQ2_r","|","t1",1,".p109.",-1.40051404411934,0.0918417690935556,-15.249205867242,0,-1.58052060381915,-1.22050748441952
"rQ2_r","|","t2",1,".p110.",-0.0625672409817608,0.0573935124805101,-1.09014483131709,0.275649350682577,-0.175056458389811,0.049921976426289
"rQ2_r","|","t3",1,".p111.",0.525837101459083,0.062727267279438,8.38291104116777,0,0.402893916742767,0.6487802861754
"rQ2_r","|","t4",1,".p112.",1.33171507980973,0.0860563735203594,15.4749151670291,0,1.1630476870697,1.50038247254976
"rQ4_r","|","t1",1,".p113.",-1.34253593369494,0.0907300944718993,-14.79703004289,0,-1.52036365117378,-1.1647082162161
"rQ4_r","|","t2",1,".p114.",-0.26819701265166,0.0582407530764817,-4.60497157891252,4.12522195936127e-06,-0.382346791114055,-0.154047234189266
"rQ4_r","|","t3",1,".p115.",0.225402578179513,0.0593663578787703,3.79680657923801,0.000146572062876382,0.109046654843808,0.341758501515219
"rQ4_r","|","t4",1,".p116.",1.29510594441434,0.0874098817348536,14.8164706176228,0,1.12378572432112,1.46642616450756
"rQ6_r","|","t1",1,".p117.",-1.40618007184917,0.090248386216003,-15.5812212362842,0,-1.58306365849539,-1.22929648520294
"rQ6_r","|","t2",1,".p118.",-0.412300668745564,0.0601292069288442,-6.85691180383391,7.03659353007424e-12,-0.530151748745055,-0.294449588746073
"rQ6_r","|","t3",1,".p119.",0.141912104306752,0.0584466087421122,2.42806396061268,0.0151796659815404,0.0273588561537086,0.256465352459796
"rQ6_r","|","t4",1,".p120.",1.25466868879656,0.0826987052702361,15.1715638678581,0,1.0925822048988,1.41675517269431
"dQ3D","~~","dQ3D",1,"",0.722028440560771,0.0432123934149868,16.708827803793,0,0.637333705781621,0.806723175339921
"dQ5D","~~","dQ5D",1,"",0.72100075540579,0.0447120542688647,16.1254222646589,0,0.633366739364015,0.808634771447565
"dQ10D","~~","dQ10D",1,"",0.534858576747732,0.0489649151464168,10.9233024329436,0,0.438889106554695,0.630828046940768
"dQ13D","~~","dQ13D",1,"",0.489894702599835,0.0500001728378415,9.79786018317659,0,0.391896164616888,0.587893240582782
"dQ16D","~~","dQ16D",1,"",0.610887845839911,0.045144645191378,13.5317897227949,0,0.522405967169971,0.699369724509851
"dQ17D","~~","dQ17D",1,"",0.600151896302453,0.0471935453213699,12.7168215953188,0,0.507654247169809,0.692649545435097
"dQ21D","~~","dQ21D",1,"",0.610559515040326,0.0497762238676344,12.2660874529963,0,0.512999908973359,0.708119121107292
"dQ2A","~~","dQ2A",1,"",0.809830919137394,0.0414667607916565,19.5296402148764,0,0.72855756143021,0.891104276844578
"dQ4A","~~","dQ4A",1,"",0.739060880398155,0.0440627441045212,16.7729199671502,0,0.652699488893289,0.825422271903021
"dQ7A","~~","dQ7A",1,"",0.68700910320051,0.0446909384936447,15.3724474436402,0,0.599416473317672,0.774601733083348
"dQ9A","~~","dQ9A",1,"",0.610165621640681,0.0457243035241482,13.3444486763683,0,0.520547633515172,0.699783609766189
"dQ15A","~~","dQ15A",1,"",0.466657367566727,0.0476867358246689,9.7858945364283,0,0.3731930828101,0.560121652323354
"dQ19A","~~","dQ19A",1,"",0.698931239642559,0.0439926062054754,15.8874706440004,0,0.612707315893774,0.785155163391344
"dQ20A","~~","dQ20A",1,"",0.610620138228131,0.0520554119140449,11.7301951089428,0,0.508593405676206,0.712646870780057
"dQ1S","~~","dQ1S",1,"",0.901761996016339,0.0292999852817075,30.7768753924707,0,0.844335080116638,0.959188911916039
"dQ6S","~~","dQ6S",1,"",0.692653864364531,0.0460786217899387,15.0320004691584,0,0.602341425199009,0.782966303530053
"dQ8S","~~","dQ8S",1,"",0.602721778573383,0.0488281027711834,12.3437476446266,0,0.507020455708443,0.698423101438323
"dQ11S","~~","dQ11S",1,"",0.607774855445596,0.044521764484375,13.65118526825,0,0.520513800528047,0.695035910363145
"dQ12S","~~","dQ12S",1,"",0.709577596778761,0.0421832039990701,16.8213300439294,0,0.626900036188078,0.792255157369445
"dQ14S","~~","dQ14S",1,"",0.827326568193207,0.037326946954611,22.1643245883255,0,0.754167096509332,0.900486039877081
"dQ18S","~~","dQ18S",1,"",0.679280377390693,0.047601085430366,14.2702707564177,0,0.585983964322162,0.772576790459225
"rQ1","~~","rQ1",1,"",0.86951976666875,0.0329386192498837,26.3981850627154,0,0.8049612592385,0.934078274098999
"rQ3","~~","rQ3",1,"",0.786843388675821,0.0425472145953836,18.4934171639333,0,0.703452380426372,0.870234396925269
"rQ5","~~","rQ5",1,"",0.924697707843054,0.0241891768433209,38.2277459804664,0,0.877287792414475,0.972107623271633
"rQ2_r","~~","rQ2_r",1,"",0.739888868026629,0.0502087788938697,14.7362450218236,0,0.641481469686909,0.838296266366348
"rQ4_r","~~","rQ4_r",1,"",0.710856402731772,0.0492338270327718,14.4383738899395,0,0.614359874926464,0.807352930537079
"rQ6_r","~~","rQ6_r",1,"",0.643465205409314,0.0535500623220778,12.0161429792403,0,0.538509011888166,0.748421398930462
"Dep","~~","Dep",1,"",0.715081105969041,0.0638664501123032,11.1965062205843,0,0.589905163928502,0.840257048009579
"Anx","~~","Anx",1,"",0.700142458813934,0.0612805550700903,11.4251977321866,0,0.580034777923934,0.820250139703934
"Str","~~","Str",1,"",0.794054937064381,0.0637060441963512,12.4643579283779,0,0.669193384842016,0.918916489286746
"BRS","~~","BRS",1,"",1,0,NA,NA,1,1
"dQ3D","~*~","dQ3D",1,"",1,0,NA,NA,1,1
"dQ5D","~*~","dQ5D",1,"",1,0,NA,NA,1,1
"dQ10D","~*~","dQ10D",1,"",1,0,NA,NA,1,1
"dQ13D","~*~","dQ13D",1,"",1,0,NA,NA,1,1
"dQ16D","~*~","dQ16D",1,"",1,0,NA,NA,1,1
"dQ17D","~*~","dQ17D",1,"",1,0,NA,NA,1,1
"dQ21D","~*~","dQ21D",1,"",1,0,NA,NA,1,1
"dQ2A","~*~","dQ2A",1,"",1,0,NA,NA,1,1
"dQ4A","~*~","dQ4A",1,"",1,0,NA,NA,1,1
"dQ7A","~*~","dQ7A",1,"",1,0,NA,NA,1,1
"dQ9A","~*~","dQ9A",1,"",1,0,NA,NA,1,1
"dQ15A","~*~","dQ15A",1,"",1,0,NA,NA,1,1
"dQ19A","~*~","dQ19A",1,"",1,0,NA,NA,1,1
"dQ20A","~*~","dQ20A",1,"",1,0,NA,NA,1,1
"dQ1S","~*~","dQ1S",1,"",1,0,NA,NA,1,1
"dQ6S","~*~","dQ6S",1,"",1,0,NA,NA,1,1
"dQ8S","~*~","dQ8S",1,"",1,0,NA,NA,1,1
"dQ11S","~*~","dQ11S",1,"",1,0,NA,NA,1,1
"dQ12S","~*~","dQ12S",1,"",1,0,NA,NA,1,1
"dQ14S","~*~","dQ14S",1,"",1,0,NA,NA,1,1
"dQ18S","~*~","dQ18S",1,"",1,0,NA,NA,1,1
"rQ1","~*~","rQ1",1,"",1,0,NA,NA,1,1
"rQ3","~*~","rQ3",1,"",1,0,NA,NA,1,1
"rQ5","~*~","rQ5",1,"",1,0,NA,NA,1,1
"rQ2_r","~*~","rQ2_r",1,"",1,0,NA,NA,1,1
"rQ4_r","~*~","rQ4_r",1,"",1,0,NA,NA,1,1
"rQ6_r","~*~","rQ6_r",1,"",1,0,NA,NA,1,1
"dQ3D","~1","",1,"",0,0,NA,NA,0,0
"dQ5D","~1","",1,"",0,0,NA,NA,0,0
"dQ10D","~1","",1,"",0,0,NA,NA,0,0
"dQ13D","~1","",1,"",0,0,NA,NA,0,0
"dQ16D","~1","",1,"",0,0,NA,NA,0,0
"dQ17D","~1","",1,"",0,0,NA,NA,0,0
"dQ21D","~1","",1,"",0,0,NA,NA,0,0
"dQ2A","~1","",1,"",0,0,NA,NA,0,0
"dQ4A","~1","",1,"",0,0,NA,NA,0,0
"dQ7A","~1","",1,"",0,0,NA,NA,0,0
"dQ9A","~1","",1,"",0,0,NA,NA,0,0
"dQ15A","~1","",1,"",0,0,NA,NA,0,0
"dQ19A","~1","",1,"",0,0,NA,NA,0,0
"dQ20A","~1","",1,"",0,0,NA,NA,0,0
"dQ1S","~1","",1,"",0,0,NA,NA,0,0
"dQ6S","~1","",1,"",0,0,NA,NA,0,0
"dQ8S","~1","",1,"",0,0,NA,NA,0,0
"dQ11S","~1","",1,"",0,0,NA,NA,0,0
"dQ12S","~1","",1,"",0,0,NA,NA,0,0
"dQ14S","~1","",1,"",0,0,NA,NA,0,0
"dQ18S","~1","",1,"",0,0,NA,NA,0,0
"rQ1","~1","",1,"",0,0,NA,NA,0,0
"rQ3","~1","",1,"",0,0,NA,NA,0,0
"rQ5","~1","",1,"",0,0,NA,NA,0,0
"rQ2_r","~1","",1,"",0,0,NA,NA,0,0
"rQ4_r","~1","",1,"",0,0,NA,NA,0,0
"rQ6_r","~1","",1,"",0,0,NA,NA,0,0
"Dep","~1","",1,"",0,0,NA,NA,0,0
"Anx","~1","",1,"",0,0,NA,NA,0,0
"Str","~1","",1,"",0,0,NA,NA,0,0
"BRS","~1","",1,"",0,0,NA,NA,0,0
"Dep","=~","dQ3D",2,".p1.",0.582323460020422,0.0463386650801748,12.5666861359275,0,0.491501345371616,0.673145574669228
"Dep","=~","dQ5D",2,".p2.",0.45860132562787,0.0464975796916004,9.86290746033635,0,0.367467744064052,0.549734907191688
"Dep","=~","dQ10D",2,".p3.",0.715838338671965,0.0357448319603888,20.0263450522087,0,0.645779755396167,0.785896921947763
"Dep","=~","dQ13D",2,".p4.",0.689874410393361,0.0361587375347166,19.0790513560105,0,0.61900458709888,0.760744233687842
"Dep","=~","dQ16D",2,".p5.",0.579634658171299,0.0437250757128249,13.2563442995089,0,0.493935084552876,0.665334231789723
"Dep","=~","dQ17D",2,".p6.",0.704307383141681,0.0369094890319452,19.0820139106261,0,0.631966113951292,0.77664865233207
"Dep","=~","dQ21D",2,".p7.",0.741426061578755,0.0387446564598982,19.1362146247484,0,0.665487930323977,0.817364192833532
"Anx","=~","dQ2A",2,".p8.",0.228998843417942,0.0473730313061214,4.83394955113103,1.33850520311896e-06,0.136149408219455,0.321848278616428
"Anx","=~","dQ4A",2,".p9.",0.471599588249689,0.050723368553357,9.29748164800221,0,0.372183612710558,0.57101556378882
"Anx","=~","dQ7A",2,".p10.",0.465660093442796,0.0492672148351213,9.45172352448141,0,0.369098126747361,0.562222060138231
"Anx","=~","dQ9A",2,".p11.",0.659527758421264,0.0380481428807032,17.3340328459436,0,0.584954768696451,0.734100748146076
"Anx","=~","dQ15A",2,".p12.",0.736208092652007,0.0324996658022593,22.6527896357884,0,0.672509918169991,0.799906267134024
"Anx","=~","dQ19A",2,".p13.",0.490274865055574,0.049048323670435,9.99575170702721,0,0.394141917159458,0.58640781295169
"Anx","=~","dQ20A",2,".p14.",0.614813155666877,0.0400798505366039,15.3397067961963,0,0.536258092109384,0.693368219224369
"Str","=~","dQ1S",2,".p15.",0.290899244532338,0.0464037273126387,6.2688766911426,3.63661989410957e-10,0.199949610251149,0.381848878813528
"Str","=~","dQ6S",2,".p16.",0.515342289993849,0.0452830953217445,11.3804563564449,0,0.426589054054736,0.604095525932963
"Str","=~","dQ8S",2,".p17.",0.628215150438952,0.0412278835924583,15.2376279279557,0,0.547409983438923,0.70902031743898
"Str","=~","dQ11S",2,".p18.",0.717398919741885,0.0358389271525315,20.0173101356693,0,0.647155913278368,0.787641926205401
"Str","=~","dQ12S",2,".p19.",0.514038915775685,0.0464230484671073,11.0729246085574,0,0.423051412727597,0.605026418823773
"Str","=~","dQ14S",2,".p20.",0.3433781074644,0.0445425523154174,7.70899038368638,1.26565424807268e-14,0.256076309146691,0.430679905782109
"Str","=~","dQ18S",2,".p21.",0.51508753972569,0.0474035262122946,10.8660173806247,0,0.422178335609392,0.607996743841988
"BRS","=~","rQ1",2,".p22.",0.495939194170694,0.0462869078103655,10.7144593931944,0,0.405218521906652,0.586659866434736
"BRS","=~","rQ3",2,".p23.",0.658929564688679,0.040461500196935,16.2853468477818,0,0.579626481542226,0.738232647835132
"BRS","=~","rQ5",2,".p24.",0.388137799569214,0.0493521322026715,7.86466120602999,3.77475828372553e-15,0.291409397891719,0.48486620124671
"BRS","=~","rQ2_r",2,".p25.",0.543679326022812,0.050179387452866,10.8347142844957,0,0.445329533848913,0.64202911819671
"BRS","=~","rQ4_r",2,".p26.",0.630437040819291,0.0418093617633809,15.0788487130522,0,0.548492197546459,0.712381884092124
"BRS","=~","rQ6_r",2,".p27.",0.723188811792283,0.0412241775662406,17.5428317673587,0,0.642390908470168,0.803986715114399
"Dep","~","BRS",2,"",-0.549874887686748,0.0519883678400313,-10.5768830708192,0,-0.65177021626823,-0.447979559105267
"Anx","~","BRS",2,"",-0.38963187046969,0.0595618065825032,-6.54163956444108,6.0847993310631e-11,-0.506370866225537,-0.272892874713843
"Str","~","BRS",2,"",-0.531822234160593,0.056788126347783,-9.36502519740828,0,-0.643124916551758,-0.420519551769429
"Dep","~~","Anx",2,"",0.643149606911345,0.0544432585023082,11.8132092862164,0,0.536442781045817,0.749856432776873
"Dep","~~","Str",2,"",0.71800089333169,0.0573350019697343,12.5229069270932,0,0.605626354417478,0.830375432245903
"Anx","~~","Str",2,"",0.92302396572069,0.046282822901151,19.9431216132181,0,0.832311299731588,1.01373663170979
"dQ3D","|","t1",2,".p34.",-0.0785755940529235,0.056480550320415,-1.39119738754603,0.164165579237974,-0.189275438507939,0.0321242504020921
