"lhs","op","rhs","est.std","se","z","pvalue","ci.lower","ci.upper"
"dQ13D","|","t2",0.0656055634945232,0.0485301331098802,1.35185212342158,0.176422625894378,-0.0295117495657767,0.160722876554823
"dQ13D","|","t3",0.680210549874875,0.0528001471502205,12.8827396624412,0,0.576724163082028,0.783696936667722
"dQ16D","|","t1",-0.275050705430605,0.049164786518317,-5.59446556994875,2.21302378644594e-08,-0.371411916314107,-0.178689494547103
"dQ16D","|","t2",0.467977865429004,0.0504725655089106,9.27192546506052,0,0.3690534548242,0.566902276033807
"dQ16D","|","t3",1.03217666814364,0.0591562780219279,17.4483030822365,0,0.916232493761225,1.14812084252606
"dQ17D","|","t1",-0.152310104432051,0.0486971904206034,-3.12769798660929,0.00176181114982588,-0.247754843804722,-0.0568653650593792
"dQ17D","|","t2",0.353778394523673,0.0496115477704824,7.13096870430964,9.96758231508466e-13,0.256541547676239,0.451015241371107
"dQ17D","|","t3",0.861938696775317,0.055644736814605,15.4900309735868,0,0.752877016689481,0.971000376861153
"dQ21D","|","t1",0.140965713273588,0.0486676801646748,2.89649543180625,0.00377356136245521,0.0455788129397113,0.236352613607465
"dQ21D","|","t2",0.557850605666414,0.051335905953142,10.8666749969428,0,0.45723407888452,0.658467132448308
"dQ21D","|","t3",0.994711664253393,0.0583027161101804,17.0611547903461,0,0.880440440476576,1.10898288803021
"dQ2A","|","t1",-0.510345965742172,0.05085761188529,-10.0348000392402,0,-0.610025053377056,-0.410666878107287
"dQ2A","|","t2",0.0618522705895792,0.0485259122525271,1.27462355097421,0.202442517538304,-0.0332567697423249,0.156961310921483
"dQ2A","|","t3",0.501823792640566,0.0507769739770864,9.88290071927127,0,0.402302752401549,0.601344832879583
"dQ4A","|","t1",0.024358968531321,0.0484974071050205,0.502273626269791,0.615475058513242,-0.0706942027380962,0.119412139800738
"dQ4A","|","t2",0.624780938016108,0.0520931540131408,11.9935325447659,0,0.522680232309254,0.726881643722962
"dQ4A","|","t3",1.0451726683511,0.0594591386292657,17.5779988147468,0,0.928634898085964,1.16171043861623
"dQ7A","|","t1",-0.221007509313918,0.0489248682283344,-4.51728369062675,6.26379615953354e-06,-0.316898488989821,-0.125116529638015
"dQ7A","|","t2",0.373886184026321,0.0497439227102511,7.51621833694414,5.6399329650958e-14,0.276389887064485,0.471382480988157
"dQ7A","|","t3",0.862157061807742,0.0556447367257144,15.4939552694357,0,0.753095381896129,0.971218741719356
"dQ9A","|","t1",-0.867470584099741,0.055743616006165,-15.5617924751025,0,-0.976726063839855,-0.758215104359627
"dQ9A","|","t2",-0.08812841506948,0.0485607265510929,-1.8148084126533,0.0695533571282125,-0.18330569017272,0.00704886003376011
"dQ9A","|","t3",0.575386123050714,0.0515253250830388,11.1670546886102,0,0.47439834159624,0.676373904505188
"dQ15A","|","t1",-0.322170719347769,0.0494174065373514,-6.51937731908819,7.05997482697285e-11,-0.419027056370352,-0.225314382325186
"dQ15A","|","t2",0.33799951018415,0.049511815995242,6.82664336562873,8.6923801490002e-12,0.240958134024301,0.435040886343998
"dQ15A","|","t3",0.964325117199136,0.0576485292538005,16.7276620875035,0,0.851336076099983,1.07731415829829
"dQ19A","|","t1",-0.349886890491839,0.0495861080657247,-7.05614746025392,1.71174185936707e-12,-0.447073876434171,-0.252699904549508
"dQ19A","|","t2",0.286807449639159,0.0492237491028868,5.82660717369736,5.65655455808667e-09,0.190330674213465,0.383284225064853
"dQ19A","|","t3",0.840619093192155,0.055261935690913,15.2115390581655,0,0.732307689521997,0.948930496862313
"dQ20A","|","t1",-0.148510777006392,0.0486870914121435,-3.05031113379164,0.00228604409511757,-0.243935722686203,-0.0530858313265819
"dQ20A","|","t2",0.55331883624552,0.0512898891281217,10.7880684799948,0,0.452792500783349,0.653845171707691
"dQ20A","|","t3",1.13324381415354,0.0616939173225122,18.3688094926664,0,1.01232595813622,1.25416167017085
"dQ1S","|","t1",-0.451409436986973,0.0503307768032434,-8.96885495631538,0,-0.550055946835254,-0.352762927138692
"dQ1S","|","t2",0.322076718661858,0.0494174065081765,6.51747514529254,7.15005832319093e-11,0.225220381696457,0.418933055627259
"dQ1S","|","t3",0.85665678923285,0.0555471516895328,15.4221551092471,0,0.747786372477583,0.965527205988118
"dQ6S","|","t1",-0.506016348896013,0.050817059687052,-9.95760777999014,0,-0.605615955682857,-0.406416742109168
"dQ6S","|","t2",0.251825228389973,0.0490549668321226,5.133531722726,2.84355075930165e-07,0.155679260136206,0.34797119664374
"dQ6S","|","t3",0.819450279642382,0.0548984346796342,14.9266601939449,0,0.711851324862674,0.927049234422089
"dQ8S","|","t1",-0.835200887230455,0.0551693036283708,-15.1388694854026,0,-0.943330735394216,-0.727071039066693
"dQ8S","|","t2",-0.0355873869782565,0.0485033491346935,-0.733709890412528,0.463125569325852,-0.130652204411828,0.0594774304553146
"dQ8S","|","t3",0.584179588296978,0.0516233293196405,11.31619358914,0,0.482999722068432,0.685359454525524
"dQ11S","|","t1",-0.606607406842414,0.051878362359566,-11.6928788661071,0,-0.708287128644082,-0.504927685040746
"dQ11S","|","t2",0.114484621126142,0.0486079229214972,2.35526667763684,0.0185094168815216,0.0192148428367087,0.209754399415576
"dQ11S","|","t3",0.718666742159381,0.0533294297352187,13.4759877562458,0,0.614142980562293,0.823190503756469
"dQ12S","|","t1",-0.251818513245849,0.0490549666316556,-5.133394853506,2.84562035268721e-07,-0.347964481106709,-0.15567254538499
"dQ12S","|","t2",0.443119107121707,0.0502623776079766,8.81611909762471,0,0.34460665723272,0.541631557010694
"dQ12S","|","t3",1.14766419405496,0.0620852241894876,18.4853032108288,0,1.02597939067147,1.26934899743845
"dQ14S","|","t1",-0.819347964487392,0.0548984346360803,-14.9247964886216,0,-0.926946919181736,-0.711749009793048
"dQ14S","|","t2",0.0168603151646689,0.0484946848847239,0.347673465757068,0.728085426178814,-0.0781875206510089,0.111908150980347
"dQ14S","|","t3",0.62930378468391,0.0521484075483528,12.0675551616875,0,0.527094784038022,0.731512785329798
"dQ18S","|","t1",-0.615665689905858,0.0519845283885206,-11.8432485393445,0,-0.717553493300659,-0.513777886511058
"dQ18S","|","t2",0.00936847438287875,0.0484929529373244,0.193192491185002,0.846808219130561,-0.0856759668782728,0.10441291564403
"dQ18S","|","t3",0.506013058416345,0.0508170594045602,9.95754308386715,0,0.406413452183175,0.605612664649515
"dQ3D","~~","dQ3D",0.72259827502746,0.036686999366337,19.6963035273606,0,0.650693077568596,0.794503472486324
"dQ5D","~~","dQ5D",0.734186147452915,0.0362773601223388,20.2381359883136,0,0.663083828158942,0.805288466746889
"dQ10D","~~","dQ10D",0.515968379869387,0.037843672493039,13.6342047660489,0,0.441796144740301,0.590140614998472
"dQ13D","~~","dQ13D",0.461415572530908,0.0374254529604574,12.328924195478,0,0.388063032623314,0.534768112438502
"dQ16D","~~","dQ16D",0.630949391549061,0.0377382406148149,16.7190992815221,0,0.556983799104117,0.704914983994005
"dQ17D","~~","dQ17D",0.581967466081121,0.0379179774032116,15.3480619467806,0,0.507649596004223,0.656285336158019
"dQ21D","~~","dQ21D",0.547260638120194,0.0413144362590482,13.2462327378445,0,0.466285831010884,0.628235445229504
"dQ2A","~~","dQ2A",0.888793632360938,0.0272636052234684,32.6000037440341,0,0.835357948034222,0.942229316687654
"dQ4A","~~","dQ4A",0.74301618681025,0.0370098379681017,20.0761804861358,0,0.670478237319107,0.815554136301392
