M2,df,p,RMSEA,RMSEA_5,RMSEA_95,SRMSR,TLI,CFI
193.3759806774258,60,6.661338147750939e-16,0.051139175857658335,0.043151846450834544,0.05925678075098626,0.05515574480774984,0.9130246322072151,0.930419705765772
