"lhs","op","rhs","block","group","level","mi","epc","sepc.lv","sepc.all","sepc.nox"
"dQ6S","~~","dQ18S",2,2,1,5.04933319519579,-0.245713371880071,-0.245713371880071,-0.177322436525255,-0.177322436525255
"dQ12S","~~","dQ14S",1,1,1,4.88696674172109,0.182460313609859,0.182460313609859,0.182460313609859,0.182460313609859
"dQ7A","~~","dQ12S",1,1,1,4.72973498569707,0.204111188791085,0.204111188791085,0.204111188791085,0.204111188791085
"dQ5D","~~","dQ7A",1,1,1,4.68403421492384,-0.173766147578456,-0.173766147578456,-0.173766147578456,-0.173766147578456
"dQ4A","~~","dQ19A",1,1,1,4.67267754567684,-0.181205614177842,-0.181205614177842,-0.181205614177842,-0.181205614177842
"Anx","=~","dQ17D",2,2,1,4.52560974183471,0.195937027862371,0.210923164869302,0.157472361221434,0.157472361221434
"dQ10D","~~","dQ11S",1,1,1,4.47668743876637,-0.197625221346396,-0.197625221346396,-0.197625221346396,-0.197625221346396
"dQ2A","~~","dQ19A",2,2,1,4.39847987553863,-0.38283439266634,-0.38283439266634,-0.158763495623691,-0.158763495623691
"dQ10D","~~","dQ11S",2,2,1,4.35837259626854,-0.207842612867373,-0.207842612867373,-0.216420294937384,-0.216420294937384
"dQ5D","~*~","dQ5D",1,1,1,4.34621996308834,0.248309667634871,0.248309667634871,1,1
"dQ5D","~*~","dQ5D",2,2,1,4.3461819129758,-0.1968646150634,-0.1968646150634,-1,-1
"Dep","=~","dQ2A",1,1,1,4.33990621907929,-0.197429841829893,-0.197429841829893,-0.176903377288384,-0.176903377288384
"dQ16D","~~","dQ17D",1,1,1,4.32886549030891,-0.182654389773418,-0.182654389773418,-0.182654389773418,-0.182654389773418
"dQ5D","~~","dQ14S",1,1,1,4.31531240622072,-0.147247866456545,-0.147247866456545,-0.147247866456545,-0.147247866456545
"dQ4A","~~","dQ9A",2,2,1,4.2033289235099,0.265578059601331,0.265578059601331,0.208866976114961,0.208866976114961
"dQ17D","~~","dQ14S",2,2,1,4.14969937914769,0.256327601437922,0.256327601437922,0.202242573673349,0.202242573673349
"dQ21D","~~","dQ20A",2,2,1,4.12499724230479,-0.176878141036097,-0.176878141036097,-0.225706041907367,-0.225706041907367
"dQ7A","~~","dQ20A",1,1,1,4.12362861303802,0.214378119810246,0.214378119810246,0.214378119810246,0.214378119810246
"dQ13D","~~","dQ21D",1,1,1,4.1218421610421,0.228708453549926,0.228708453549926,0.228708453549926,0.228708453549926
"dQ21D","~~","dQ4A",1,1,1,4.0792514468327,0.214088110424942,0.214088110424942,0.214088110424942,0.214088110424942
"dQ3D","~~","dQ1S",1,1,1,4.0122452152385,0.153439679377552,0.153439679377552,0.153439679377552,0.153439679377552
"dQ2A","~~","dQ1S",2,2,1,3.99768143145295,-0.327262088790325,-0.327262088790325,-0.137524996759426,-0.137524996759426
"dQ2A","~~","dQ4A",1,1,1,3.98157293957066,-0.165119115762303,-0.165119115762303,-0.165119115762303,-0.165119115762303
"dQ2A","~~","dQ14S",2,2,1,3.81685909229362,-0.362379739731658,-0.362379739731658,-0.13604533531106,-0.13604533531106
"dQ17D","~~","dQ2A",2,2,1,3.78948005208857,0.380405388594763,0.380405388594763,0.191556747421072,0.191556747421072
"dQ7A","~~","dQ6S",1,1,1,3.78887228236394,-0.15654756070706,-0.15654756070706,-0.15654756070706,-0.15654756070706
"dQ1S","~~","dQ8S",2,2,1,3.71026909177571,-0.198705945802057,-0.198705945802057,-0.165706198562201,-0.165706198562201
"dQ20A","~~","dQ18S",1,1,1,3.6696831164301,-0.160335048935431,-0.160335048935431,-0.160335048935431,-0.160335048935431
"dQ20A","~~","dQ14S",1,1,1,3.66652572434548,0.177571683100697,0.177571683100697,0.177571683100697,0.177571683100697
"dQ13D","~~","dQ18S",2,2,1,3.61616612259629,-0.252219022223623,-0.252219022223623,-0.175619912816194,-0.175619912816194
"dQ4A","~~","dQ1S",1,1,1,3.61194705016592,0.154472618378497,0.154472618378497,0.154472618378497,0.154472618378497
"dQ21D","~~","dQ15A",2,2,1,3.61106164528973,-0.188581408628286,-0.188581408628286,-0.240256586546616,-0.240256586546616
"dQ17D","~~","dQ12S",2,2,1,3.54502975954835,-0.229023901640645,-0.229023901640645,-0.184082637683429,-0.184082637683429
"dQ17D","~~","dQ6S",2,2,1,3.52440626621975,0.219883249981212,0.219883249981212,0.201054316020579,0.201054316020579
"Str","=~","dQ17D",2,2,1,3.40213191616001,0.184458873108662,0.201514580899732,0.150448040614656,0.150448040614656
"dQ5D","~~","dQ18S",1,1,1,3.40196020256265,-0.144677905595008,-0.144677905595008,-0.144677905595008,-0.144677905595008
"dQ13D","~*~","dQ13D",1,1,1,3.35384626674773,-0.169737048000576,-0.169737048000576,-1,-1
"dQ13D","~*~","dQ13D",2,2,1,3.35359669060456,0.147263993493431,0.147263993493431,1,1
"dQ17D","~~","dQ19A",2,2,1,3.32769894376082,0.219799420974216,0.219799420974216,0.191568329886593,0.191568329886593
"dQ21D","~~","dQ6S",1,1,1,3.32379781105194,0.18410072638177,0.18410072638177,0.18410072638177,0.18410072638177
"dQ3D","~~","dQ2A",2,2,1,3.31770413808034,-0.321648908432996,-0.321648908432996,-0.156317454879094,-0.156317454879094
"dQ5D","~~","dQ15A",2,2,1,3.30444537623527,0.253846330933517,0.253846330933517,0.18574658654751,0.18574658654751
"dQ10D","~~","dQ17D",2,2,1,3.24198526138706,-0.192078449569299,-0.192078449569299,-0.186404133745683,-0.186404133745683
"dQ13D","~~","dQ18S",1,1,1,3.23873790652267,-0.160627077654332,-0.160627077654332,-0.160627077654332,-0.160627077654332
"Str","=~","dQ9A",2,2,1,3.20978055565822,-0.177340796475172,-0.193738342188977,-0.146054818153206,-0.146054818153206
"dQ5D","~~","dQ15A",1,1,1,3.20249526780566,0.179642804962073,0.179642804962073,0.179642804962073,0.179642804962073
"dQ3D","~~","dQ8S",1,1,1,3.1548054601911,0.163110059127058,0.163110059127058,0.163110059127058,0.163110059127058
"dQ13D","~~","dQ17D",1,1,1,3.08554754136944,0.195991734667218,0.195991734667218,0.195991734667218,0.195991734667218
"dQ4A","~~","dQ14S",1,1,1,3.07828478375928,0.155015075704698,0.155015075704698,0.155015075704698,0.155015075704698
"dQ10D","~~","dQ16D",2,2,1,3.04294159576583,-0.234486239184441,-0.234486239184441,-0.167638982665881,-0.167638982665881
"dQ2A","~~","dQ11S",2,2,1,2.94310285587488,0.315409273074333,0.315409273074333,0.170416540564249,0.170416540564249
"dQ2A","~~","dQ8S",2,2,1,2.92793503902946,-0.304814991216251,-0.304814991216251,-0.144934440987667,-0.144934440987667
"dQ11S","~~","dQ18S",1,1,1,2.92778643146256,0.159683789999795,0.159683789999795,0.159683789999795,0.159683789999795
"dQ16D","~*~","dQ16D",1,1,1,2.90804177850531,0.188611047104342,0.188611047104342,1,1
"dQ16D","~*~","dQ16D",2,2,1,2.90792635322257,-0.151078992747902,-0.151078992747902,-1,-1
"dQ10D","~~","dQ12S",2,2,1,2.88763596415977,-0.21770061702906,-0.21770061702906,-0.160457610407512,-0.160457610407512
"dQ16D","~~","dQ15A",1,1,1,2.88744749499127,-0.170457196245909,-0.170457196245909,-0.170457196245909,-0.170457196245909
"Str","=~","dQ7A",2,2,1,2.77874878964564,0.174773679223814,0.190933860364331,0.125001088193754,0.125001088193754
"dQ21D","~~","dQ2A",1,1,1,2.77825008605275,0.166736280851819,0.166736280851819,0.166736280851819,0.166736280851819
"dQ10D","~~","dQ13D",1,1,1,2.77444517551775,0.191106017349515,0.191106017349515,0.191106017349515,0.191106017349515
"dQ13D","~~","dQ14S",1,1,1,2.71113786712714,-0.141419294217465,-0.141419294217465,-0.141419294217465,-0.141419294217465
"dQ4A","~~","dQ11S",2,2,1,2.70612185468284,-0.17756021536741,-0.17756021536741,-0.152781850024704,-0.152781850024704
"dQ19A","~~","dQ14S",1,1,1,2.6120971284597,0.130134545876628,0.130134545876628,0.130134545876628,0.130134545876628
"dQ2A","~~","dQ14S",1,1,1,2.59838162418612,-0.120200701828589,-0.120200701828589,-0.120200701828589,-0.120200701828589
"dQ7A","~~","dQ20A",2,2,1,2.58026278048595,0.203343188011388,0.203343188011388,0.146289603516547,0.146289603516547
"dQ5D","~~","dQ4A",1,1,1,2.50969990941098,-0.132491881723309,-0.132491881723309,-0.132491881723309,-0.132491881723309
"dQ5D","~~","dQ9A",2,2,1,2.48830927575217,-0.183826604719892,-0.183826604719892,-0.141817788454611,-0.141817788454611
"dQ3D","~~","dQ4A",2,2,1,2.44983164805785,-0.181094694783966,-0.181094694783966,-0.140158659508359,-0.140158659508359
"Dep","=~","dQ20A",2,2,1,2.44940861451621,-0.117176933677342,-0.133463511219371,-0.102138234690757,-0.102138234690757
"dQ1S","~~","dQ12S",2,2,1,2.44408769347508,-0.170345635198851,-0.170345635198851,-0.114261042204834,-0.114261042204834
"dQ16D","~~","dQ2A",1,1,1,2.39536091645765,0.146004224856459,0.146004224856459,0.146004224856459,0.146004224856459
"dQ7A","~~","dQ14S",2,2,1,2.38464354425783,-0.199923333790111,-0.199923333790111,-0.115095433782342,-0.115095433782342
"dQ17D","~~","dQ4A",1,1,1,2.38190745015806,0.161857571267204,0.161857571267204,0.161857571267204,0.161857571267204
"dQ3D","~~","dQ21D",2,2,1,2.38108033984589,0.142855444801598,0.142855444801598,0.188834889447539,0.188834889447539
"dQ4A","~~","dQ6S",2,2,1,2.37750294711713,0.190828558221494,0.190828558221494,0.132219640849632,0.132219640849632
"Anx","=~","dQ16D",1,1,1,2.34330140861865,-0.153340227166436,-0.153340227166436,-0.117636459314946,-0.117636459314946
"dQ2A","~~","dQ8S",1,1,1,2.30638160224436,-0.124689104935336,-0.124689104935336,-0.124689104935336,-0.124689104935336
"dQ6S","~~","dQ11S",1,1,1,2.29309127381433,0.143064381339721,0.143064381339721,0.143064381339721,0.143064381339721
"Anx","=~","dQ8S",2,2,1,2.23528419500356,-0.158380983982596,-0.170494667399918,-0.1262302618801,-0.1262302618801
"dQ8S","~~","dQ12S",1,1,1,2.22635880404949,0.14259858655691,0.14259858655691,0.14259858655691,0.14259858655691
"dQ10D","~~","dQ18S",2,2,1,2.20611084596535,0.208986394503335,0.208986394503335,0.160069488245603,0.160069488245603
"dQ21D","~~","dQ11S",2,2,1,2.14642767920848,-0.115171295294867,-0.115171295294867,-0.169255030651511,-0.169255030651511
"dQ17D","~~","dQ1S",2,2,1,2.13718085781689,0.159632888023842,0.159632888023842,0.140982685590384,0.140982685590384
"dQ21D","~~","dQ9A",1,1,1,2.13515767821361,0.155529643446978,0.155529643446978,0.155529643446978,0.155529643446978
"dQ16D","~~","dQ8S",2,2,1,2.12808385452999,0.201723553368953,0.201723553368953,0.148501249476604,0.148501249476604
"Anx","=~","dQ3D",2,2,1,2.12665050407209,-0.108467595098749,-0.11676368011492,-0.0950689512236638,-0.0950689512236638
"dQ3D","~~","dQ19A",1,1,1,2.11651480680741,-0.118181318669184,-0.118181318669184,-0.118181318669184,-0.118181318669184
"dQ17D","~~","dQ8S",1,1,1,2.11458483550687,0.157379914830133,0.157379914830133,0.157379914830133,0.157379914830133
"dQ5D","~~","dQ20A",1,1,1,2.10522101887721,0.140799400049267,0.140799400049267,0.140799400049267,0.140799400049267
"dQ15A","~~","dQ1S",2,2,1,2.10011593499045,0.170453151446047,0.170453151446047,0.140027723900213,0.140027723900213
"dQ13D","~~","dQ4A",2,2,1,2.09786684737328,0.223437517178267,0.223437517178267,0.149372180923103,0.149372180923103
"dQ8S","~~","dQ18S",1,1,1,2.08990638623572,-0.125674372167298,-0.125674372167298,-0.125674372167298,-0.125674372167298
"dQ5D","~~","dQ4A",2,2,1,2.08952563913417,-0.188400205303953,-0.188400205303953,-0.112304481647801,-0.112304481647801
"dQ5D","~~","dQ1S",2,2,1,2.06181240859899,-0.157165495871565,-0.157165495871565,-0.10317553356414,-0.10317553356414
"Dep","=~","dQ7A",1,1,1,2.03684619173867,-0.142466278504954,-0.142466278504954,-0.117036193617578,-0.117036193617578
"dQ8S","~~","dQ12S",2,2,1,2.0129684559666,0.176077008515465,0.176077008515465,0.133634672644714,0.133634672644714
"dQ6S","~~","dQ8S",2,2,1,2.00138880838256,-0.143502367583555,-0.143502367583555,-0.123898144628395,-0.123898144628395
"dQ10D","~~","dQ8S",1,1,1,1.99249006593779,0.151327695148255,0.151327695148255,0.151327695148255,0.151327695148255
"Dep","=~","dQ14S",2,2,1,1.98780467309789,0.0928243932989404,0.105726178930384,0.0752181266495391,0.0752181266495391
"dQ7A","~~","dQ8S",1,1,1,1.98742302158131,-0.123844759645732,-0.123844759645732,-0.123844759645732,-0.123844759645732
"Str","=~","dQ3D",2,2,1,1.98631652374621,-0.109479569210026,-0.119602430257965,-0.0973802606875284,-0.0973802606875284
"dQ2A","~~","dQ15A",1,1,1,1.95962551755149,0.141997990984975,0.141997990984975,0.141997990984975,0.141997990984975
"dQ4A","~~","dQ19A",2,2,1,1.95913130001455,-0.176248741347304,-0.176248741347304,-0.116400419167612,-0.116400419167612
"Str","=~","dQ19A",1,1,1,1.95222413029976,0.131426131278724,0.131426131278724,0.11172543220887,0.11172543220887
"Str","=~","dQ7A",1,1,1,1.94424012225421,-0.156564695491324,-0.156564695491324,-0.128618057602751,-0.128618057602751
"Str","=~","dQ16D",1,1,1,1.9310813678802,-0.141372995547004,-0.141372995547004,-0.108455680196992,-0.108455680196992
"dQ16D","~~","dQ18S",1,1,1,1.88821720346545,0.127903602488346,0.127903602488346,0.127903602488346,0.127903602488346
"dQ21D","~~","dQ14S",1,1,1,1.87899807990275,0.13362346631987,0.13362346631987,0.13362346631987,0.13362346631987
"dQ21D","~~","dQ1S",2,2,1,1.86091907867191,0.128399348358684,0.128399348358684,0.146760374783979,0.146760374783979
"dQ15A","~~","dQ18S",1,1,1,1.84257428775306,0.137456135633983,0.137456135633983,0.137456135633983,0.137456135633983
"dQ3D","~~","dQ9A",2,2,1,1.80788275204497,-0.134713168753019,-0.134713168753019,-0.134936948940796,-0.134936948940796
"dQ3D","~~","dQ12S",2,2,1,1.78932573840759,-0.147319192504314,-0.147319192504314,-0.114278873005602,-0.114278873005602
"dQ10D","~~","dQ7A",1,1,1,1.78768619476627,0.14538611370398,0.14538611370398,0.14538611370398,0.14538611370398
"dQ10D","~~","dQ6S",2,2,1,1.78723638298912,0.163419697868714,0.163419697868714,0.137023260359418,0.137023260359418
"Dep","=~","dQ1S",1,1,1,1.78391892981851,0.0752699547945485,0.0752699547945485,0.0714427622554633,0.0714427622554633
"dQ6S","~~","dQ12S",1,1,1,1.77033781259809,0.113333048521506,0.113333048521506,0.113333048521506,0.113333048521506
"dQ16D","~~","dQ19A",2,2,1,1.76594246676589,0.18576899598311,0.18576899598311,0.11927547661086,0.11927547661086
"dQ9A","~~","dQ19A",2,2,1,1.74086095523577,0.151159790047006,0.151159790047006,0.129202651646953,0.129202651646953
"dQ5D","~~","dQ17D",2,2,1,1.73124775040891,0.173236954534123,0.173236954534123,0.136277734526822,0.136277734526822
"dQ10D","~~","dQ20A",2,2,1,1.71971786663893,-0.148738694620161,-0.148738694620161,-0.134480415366603,-0.134480415366603
"dQ10D","~~","dQ19A",2,2,1,1.71457555466657,0.169541684045836,0.169541684045836,0.135500938231898,0.135500938231898
"dQ20A","~~","dQ6S",1,1,1,1.71393324567559,0.125488551857639,0.125488551857639,0.125488551857639,0.125488551857639
"dQ21D","~~","dQ19A",2,2,1,1.7014370239762,0.136224652965394,0.136224652965394,0.153658101608363,0.153658101608363
"dQ17D","~*~","dQ17D",1,1,1,1.69035065498703,-0.166757930307804,-0.166757930307804,-1,-1
"dQ17D","~*~","dQ17D",2,2,1,1.69002672573787,0.160127517055647,0.160127517055647,1,1
"dQ5D","~~","dQ10D",1,1,1,1.66896928248067,0.125142375267502,0.125142375267502,0.125142375267502,0.125142375267502
"dQ13D","~~","dQ8S",2,2,1,1.64953701548158,-0.154289323606507,-0.154289323606507,-0.128529445133641,-0.128529445133641
"Anx","=~","dQ1S",1,1,1,1.64639874452091,0.0736157924919897,0.0736157924919897,0.0698727078501401,0.0698727078501401
"dQ14S","~*~","dQ14S",1,1,1,1.62652555050694,0.171818044133339,0.171818044133339,1,1
"dQ14S","~*~","dQ14S",2,2,1,1.62652243790202,-0.135623484920661,-0.135623484920661,-1,-1
"dQ7A","~*~","dQ7A",1,1,1,1.60937936247585,0.17157555268931,0.17157555268931,1,1
"dQ7A","~*~","dQ7A",2,2,1,1.60902377769387,-0.136719403556268,-0.136719403556268,-1,-1
"Anx","=~","dQ1S",2,2,1,1.60457502634155,-0.0757658229800079,-0.0815607307419999,-0.0668595339637956,-0.0668595339637956
"dQ19A","~~","dQ6S",2,2,1,1.59688058941581,0.144205731074233,0.144205731074233,0.108590713261692,0.108590713261692
"dQ17D","~~","dQ11S",1,1,1,1.58510206539405,-0.115642569970322,-0.115642569970322,-0.115642569970322,-0.115642569970322
"dQ5D","~~","dQ13D",2,2,1,1.58208778848047,0.183665078629227,0.183665078629227,0.120443944802341,0.120443944802341
"dQ5D","~~","dQ18S",2,2,1,1.57745972590278,-0.169305367266807,-0.169305367266807,-0.105115978280255,-0.105115978280255
"dQ9A","~*~","dQ9A",1,1,1,1.57333272779626,-0.129254633648299,-0.129254633648299,-1,-1
"dQ9A","~*~","dQ9A",2,2,1,1.5732931768966,0.125943108658963,0.125943108658963,1,1
"dQ20A","~~","dQ8S",1,1,1,1.57166606333925,0.124539681697109,0.124539681697109,0.124539681697109,0.124539681697109
"dQ13D","~~","dQ2A",2,2,1,1.55442300860395,0.285525490004496,0.285525490004496,0.119858736888458,0.119858736888458
"dQ19A","~~","dQ20A",2,2,1,1.55412393018323,-0.12940823078784,-0.12940823078784,-0.105079318458803,-0.105079318458803
"dQ2A","~~","dQ18S",1,1,1,1.54069467714831,-0.0978763780656901,-0.0978763780656901,-0.0978763780656901,-0.0978763780656901
"dQ9A","~~","dQ11S",2,2,1,1.53863968436277,0.125253817848398,0.125253817848398,0.139483777576042,0.139483777576042
"dQ10D","~~","dQ13D",2,2,1,1.53152419191644,0.176925372342166,0.176925372342166,0.143133414962709,0.143133414962709
"Str","=~","dQ3D",1,1,1,1.50934439542779,0.101541657912933,0.101541657912933,0.0864133179836169,0.0864133179836169
"dQ3D","~~","dQ5D",2,2,1,1.45170552581418,-0.128961951976898,-0.128961951976898,-0.0979085372924183,-0.0979085372924183
"dQ3D","~~","dQ12S",1,1,1,1.44369934106779,-0.0977787133038834,-0.0977787133038834,-0.0977787133038834,-0.0977787133038834
"dQ9A","~~","dQ15A",2,2,1,1.39773922315313,-0.129569595747158,-0.129569595747158,-0.125087791420177,-0.125087791420177
"Dep","=~","dQ19A",1,1,1,1.38938393180434,0.1012452336536,0.1012452336536,0.086068633223686,0.086068633223686
"dQ5D","~~","dQ7A",2,2,1,1.37994457378967,-0.164807305987157,-0.164807305987157,-0.0945971874987346,-0.0945971874987346
"dQ13D","~~","dQ16D",1,1,1,1.36430693512296,0.122319548191703,0.122319548191703,0.122319548191703,0.122319548191703
"dQ17D","~~","dQ4A",2,2,1,1.35556652879395,0.154986120552504,0.154986120552504,0.124288920378895,0.124288920378895
"dQ2A","~~","dQ18S",2,2,1,1.3538254002951,0.232286901085812,0.232286901085812,0.0923185892946316,0.0923185892946316
"dQ8S","~~","dQ11S",2,2,1,1.32721264120259,0.118183737613345,0.118183737613345,0.126717604548774,0.126717604548774
"dQ17D","~~","dQ7A",1,1,1,1.3149634270126,0.115585246765355,0.115585246765355,0.115585246765355,0.115585246765355
"dQ17D","~~","dQ6S",1,1,1,1.30361007688149,0.111665137994147,0.111665137994147,0.111665137994147,0.111665137994147
"Str","=~","dQ9A",1,1,1,1.28306001828032,0.121307439916429,0.121307439916429,0.0938542622153309,0.0938542622153309
"dQ15A","~*~","dQ15A",2,2,1,1.27823478476566,0.104456685465433,0.104456685465433,1,1
"dQ15A","~*~","dQ15A",1,1,1,1.27791137120953,-0.110830310688509,-0.110830310688509,-1,-1
"dQ19A","~*~","dQ19A",2,2,1,1.27423829772132,0.128207685289578,0.128207685289578,1,1
"dQ19A","~*~","dQ19A",1,1,1,1.27404880061888,-0.147745260722461,-0.147745260722461,-1,-1
"dQ9A","~~","dQ6S",2,2,1,1.2460767324867,-0.111170414112918,-0.111170414112918,-0.0996892788437249,-0.0996892788437249
"dQ1S","~*~","dQ1S",2,2,1,1.24068355983452,0.158013773174737,0.158013773174737,1,1
"dQ1S","~*~","dQ1S",1,1,1,1.24067018445385,-0.182956122840917,-0.182956122840917,-1,-1
"dQ16D","~~","dQ6S",2,2,1,1.23510569108236,0.149255313642816,0.149255313642816,0.100538363599435,0.100538363599435
"Dep","=~","dQ6S",2,2,1,1.23464511185303,0.0843802765686733,0.0961084032078093,0.0728701998266428,0.0728701998266428
"Anx","=~","dQ14S",2,2,1,1.23191944387176,0.0824813452258988,0.0887898860543304,0.0631689233641022,0.0631689233641022
"Dep","=~","dQ9A",1,1,1,1.2242665065421,0.107043103578763,0.107043103578763,0.0828180985316754,0.0828180985316754
"Anx","=~","dQ3D",1,1,1,1.19893916145931,0.0896059479295498,0.0896059479295498,0.0762558680920788,0.0762558680920788
"dQ10D","~~","dQ14S",2,2,1,1.1894478702134,0.143979606822824,0.143979606822824,0.104171000086527,0.104171000086527
"Dep","=~","dQ12S",1,1,1,1.18086671563473,-0.0946802012319186,-0.0946802012319186,-0.0789735633872689,-0.0789735633872689
"dQ11S","~~","dQ12S",1,1,1,1.17636781091163,-0.0939632883927692,-0.0939632883927692,-0.0939632883927692,-0.0939632883927692
"dQ11S","~*~","dQ11S",1,1,1,1.17090649056277,-0.113743117035726,-0.113743117035726,-1,-1
"dQ11S","~*~","dQ11S",2,2,1,1.17048939469228,0.115628623332542,0.115628623332542,1,1
"dQ6S","~~","dQ18S",1,1,1,1.16849106266654,-0.0896572328003091,-0.0896572328003091,-0.0896572328003091,-0.0896572328003091
"dQ16D","~~","dQ9A",1,1,1,1.14599336137699,-0.10297513576518,-0.10297513576518,-0.10297513576518,-0.10297513576518
"Str","=~","dQ15A",1,1,1,1.13536252647754,0.148457349938986,0.148457349938986,0.104051186959735,0.104051186959735
"dQ3D","~~","dQ20A",1,1,1,1.11407051783902,0.100772691123007,0.100772691123007,0.100772691123007,0.100772691123007
"dQ3D","~~","dQ14S",2,2,1,1.11370809907817,-0.11539206540071,-0.11539206540071,-0.0878673959951817,-0.0878673959951817
"dQ10D","~~","dQ1S",2,2,1,1.10402913416303,0.12280951789142,0.12280951789142,0.0994589970677279,0.0994589970677279
"Anx","=~","dQ12S",2,2,1,1.09810206033015,0.102072561104739,0.109879525424104,0.0747626641438491,0.0747626641438491
"dQ9A","~~","dQ20A",2,2,1,1.08218216662337,0.108793849542139,0.108793849542139,0.105198308629631,0.105198308629631
"dQ10D","~~","dQ17D",1,1,1,1.06755501568479,-0.101905066717627,-0.101905066717627,-0.101905066717627,-0.101905066717627
"Anx","=~","dQ14S",1,1,1,1.06204376524842,-0.0738334650355753,-0.0738334650355753,-0.0665467243078672,-0.0665467243078672
"dQ2A","~~","dQ1S",1,1,1,1.06105617159186,-0.0723043954705325,-0.0723043954705325,-0.0723043954705325,-0.0723043954705325
"Anx","=~","dQ11S",1,1,1,1.05791658826045,0.110668647420397,0.110668647420397,0.0862092950893043,0.0862092950893043
"dQ13D","~~","dQ6S",2,2,1,1.0520840284279,-0.128017968926311,-0.128017968926311,-0.0975812108554501,-0.0975812108554501
"Dep","=~","dQ8S",1,1,1,1.02625040295945,0.0974942648237461,0.0974942648237461,0.07611718371535,0.07611718371535
"dQ7A","~~","dQ14S",1,1,1,1.01460341080868,-0.0815370385757299,-0.0815370385757299,-0.0815370385757299,-0.0815370385757299
"dQ16D","~~","dQ4A",2,2,1,1.00758738107306,0.154711964038625,0.154711964038625,0.0913995936951154,0.0913995936951154
"dQ17D","~~","dQ9A",2,2,1,1.00235525544304,-0.110206215661977,-0.110206215661977,-0.114380587869716,-0.114380587869716
"dQ15A","~~","dQ11S",2,2,1,1.00225237563132,0.110343724268962,0.110343724268962,0.116548845112479,0.116548845112479
"dQ2A","~~","dQ15A",2,2,1,0.979126301585853,0.213850171610128,0.213850171610128,0.100167303582678,0.100167303582678
"dQ8S","~~","dQ18S",2,2,1,0.969895183229422,-0.117231341982292,-0.117231341982292,-0.0924591980571731,-0.0924591980571731
"dQ16D","~~","dQ7A",1,1,1,0.957497935723463,-0.0912453494432849,-0.0912453494432849,-0.0912453494432849,-0.0912453494432849
"dQ19A","~~","dQ11S",1,1,1,0.93999884518219,0.0893846940154718,0.0893846940154718,0.0893846940154718,0.0893846940154718
"dQ2A","~~","dQ12S",2,2,1,0.93997620274263,0.201290951029962,0.201290951029962,0.0769837049606827,0.0769837049606827
"dQ7A","~~","dQ12S",2,2,1,0.931350875922799,0.142572290902717,0.142572290902717,0.0836150679228434,0.0836150679228434
"dQ19A","~~","dQ20A",1,1,1,0.926999681422607,-0.0844010663532429,-0.0844010663532429,-0.0844010663532429,-0.0844010663532429
"dQ10D","~~","dQ2A",2,2,1,0.9009610652,0.197925298559052,0.197925298559052,0.0913946435464435,0.0913946435464435
"dQ4A","~~","dQ11S",1,1,1,0.891343433940716,0.0910305881345014,0.0910305881345014,0.0910305881345014,0.0910305881345014
"dQ19A","~~","dQ8S",2,2,1,0.878668009745835,-0.100457355703109,-0.100457355703109,-0.0826729423717227,-0.0826729423717227
"dQ5D","~~","dQ16D",1,1,1,0.869183300331257,0.0846318980474725,0.0846318980474725,0.0846318980474725,0.0846318980474725
"dQ5D","~~","dQ8S",2,2,1,0.858269801671064,-0.110802298585499,-0.110802298585499,-0.0823033700049291,-0.0823033700049291
"dQ13D","~~","dQ19A",2,2,1,0.851663331056906,-0.120920180428964,-0.120920180428964,-0.0878557059298287,-0.0878557059298287
"dQ10D","~~","dQ9A",2,2,1,0.850378254615606,-0.104360479988981,-0.104360479988981,-0.0993232549147396,-0.0993232549147396
"dQ2A","~~","dQ20A",2,2,1,0.843276288136941,0.166798365495326,0.166798365495326,0.0782529579942299,0.0782529579942299
"dQ20A","~~","dQ11S",1,1,1,0.821204153079871,0.0922557884761948,0.0922557884761948,0.0922557884761948,0.0922557884761948
"dQ13D","~~","dQ12S",1,1,1,0.799870271116159,-0.0859880184912489,-0.0859880184912489,-0.0859880184912489,-0.0859880184912489
"dQ16D","~~","dQ21D",1,1,1,0.795404735720794,-0.0888666748344025,-0.0888666748344025,-0.0888666748344025,-0.0888666748344025
"dQ10D","~~","dQ4A",2,2,1,0.793708915168077,-0.122583598575725,-0.122583598575725,-0.0901447866179442,-0.0901447866179442
"Dep","=~","dQ12S",2,2,1,0.792271680557251,-0.0723556231354375,-0.0824124272334351,-0.056073891789681,-0.056073891789681
"dQ2A","~~","dQ4A",2,2,1,0.787773717293028,-0.183185525795339,-0.183185525795339,-0.0698993762560234,-0.0698993762560234
"dQ3D","~~","dQ14S",1,1,1,0.775867559983282,0.0718568234267543,0.0718568234267543,0.0718568234267543,0.0718568234267543
"dQ3D","~~","dQ5D",1,1,1,0.771888132656294,0.0728642526259672,0.0728642526259672,0.0728642526259672,0.0728642526259672
"dQ16D","~~","dQ1S",1,1,1,0.765635720888599,-0.0737760003595043,-0.0737760003595043,-0.0737760003595043,-0.0737760003595043
"dQ11S","~~","dQ18S",2,2,1,0.76400498788053,0.100560199695929,0.100560199695929,0.0901227681846332,0.0901227681846332
"dQ15A","~~","dQ12S",2,2,1,0.75954081701319,0.119684550119043,0.119684550119043,0.089482003071312,0.089482003071312
"dQ12S","~~","dQ18S",1,1,1,0.759233051244708,0.0756071900147547,0.0756071900147547,0.0756071900147547,0.0756071900147547
