PC1,PC2,PC3,PC4,id
-1.2680354001559713,-0.03462758276435285,-0.15993572929418037,0.05087907084086922,6
0.7751232210633707,-0.28839901421707137,0.12716004664455755,-0.10745103578208681,10
-0.8695902632440182,-0.6612715936990925,-0.3772976008368558,0.06093964240329933,11
-1.1081402447486104,-1.3947083268521476,-0.5508782416114376,0.09231444916798283,12
-0.16291515495878545,-0.28656004664133766,-0.7729351045675793,-0.15359156472105173,13
-1.002691867197518,1.2172556021533927,0.33638556638956385,0.07458060380297493,14
-1.1801009270330676,0.618176855919429,-0.04307941747862115,0.04932697426865494,15
-3.003475436414846,-0.5106517114066706,-0.1747842802871493,0.09261949948750861,16
-0.923044189007606,-0.3141906900335681,-0.3659788678207283,-0.024214797570364273,17
1.2082607758869768,0.09702999484479691,-0.07108513132770554,0.1007652878670605,19
0.6506273415086075,-0.0911748911383102,0.07383390275678783,0.07056611521862569,20
-4.119377656268893,-0.09984849106642746,-0.15502767571161197,0.009579214604155485,21
-1.4171680636110313,-1.0960628073897691,0.09291616865883921,0.14978991146952053,22
-0.07266439099713357,-0.6449858491357459,0.21436965587918527,0.10157392712394224,28
-0.9615177144008177,-0.9517100397347495,-0.7311244654861203,-0.10286163780113676,32
-0.974201165220177,-0.7523526077459977,-0.30515081346479395,0.057666052316770515,34
0.7218498467266459,0.369671413653093,-0.6912550505594384,0.21466908706030063,41
-0.9437853350620785,-0.032100927765072285,-0.5169492264320665,0.240511096293643,42
1.0233760176432027,-0.722133004903825,0.2210339419803028,0.36587463165771067,47
1.389375436820816,0.10715805585587673,-0.4601282027017531,0.2532192925356969,49
-1.2709656432908338,-0.8153880038216409,-0.38826050387886785,0.3588060373497688,50
-1.1115843919576458,-0.02801796273784818,0.46277780987950967,0.25437726414681805,54
0.29050591620025695,0.39459235755496086,-0.47237813631991127,0.1430263577193675,55
0.436725491277828,-0.14866045284305487,-0.3634549713763628,0.21588067468469044,56
-2.395806476094531,-0.7926688078943847,-0.5787581652699956,0.08689312999938341,57
-1.9795026476207795,-0.7301992061999989,-0.6469272956034064,0.30697495235826844,58
-0.8916252421763412,-0.8484797769698484,-0.3791816430059556,0.3070075047737352,60
0.49778355336020796,0.41028867683966136,0.10789950322286618,0.4182121708488045,62
-1.4391857617290045,-0.3245888833568623,-0.31559810269101746,0.31181704026155,63
-1.261759499461081,0.9339936150263191,-0.536986153298905,-0.26455127202613077,69
-0.7000521843439171,0.4001005160810512,0.15661683109548102,-0.08497541186551538,70
0.12346536042745493,1.0632657463628445,0.11273335502829462,-0.049613028818263724,71
-4.438312227678855,1.0913167864063738,-0.3018949699759734,0.09815450010590758,72
0.19076072679670875,2.228570256525215,-0.02001797307449399,-0.013638499813699682,73
-0.6443636289788722,0.5083256589959845,0.33768400221971984,-0.06275225696340567,75
2.2452374836662705,1.0883068196762626,-0.2767991554495375,-0.004615365135489843,77
0.3706946552797021,1.309541843746567,-0.8370308541383937,0.03557313894342019,80
-2.375478370020866,0.2611670184651208,0.2195115241624239,0.01896092407681789,81
0.8549663283217444,-0.49460477884108894,0.2039852762738506,-0.07759590331792915,82
0.5263879058479555,-0.28553287119205006,0.09406386217961019,0.08274366195316843,83
1.0565094452562322,-0.060353462196007235,-0.9290267172098768,-0.07330245497317725,84
-0.8775517340219855,0.48243099415047525,-0.17633607926013606,-0.2150284006321111,85
2.938115396307192,0.3446068760346397,-0.677812893693155,0.05788953202357651,86
-0.7909353730932673,-0.6158774956927172,-0.8906000923235767,-0.03425963922151021,87
-2.2283857731605097,-0.23937760375828765,-0.18351307842976844,-0.0894573413021589,88
0.9841486608566656,-0.24157714939461172,-0.32256613286777724,-0.01249232303908927,89
3.0925795098600743,0.15183128028269,-0.35399609943392696,-0.040243950404035805,91
-0.8749446058502174,0.6181739254874462,-0.49354241296780405,0.25182840046847244,92
-0.4968524023314095,0.9915495061751912,-0.45305800987301087,0.17082338108003295,93
-0.33803620182535815,1.2149278978045672,-1.2059408551957909,0.16343948159085805,94
-1.1852061402080036,0.4900979798411584,-0.4410497767939088,0.019991527253621442,95
-0.1635223198747684,-0.8872010554819847,0.2362506952776156,0.358815646782595,96
-1.1233215697655352,-0.26639684880767656,0.01638185448979211,0.3340699485120963,99
0.5445215597252187,1.3650496956014488,-0.7427976257265723,0.2560352317776331,100
0.7947859254515403,1.1606110654635675,-0.8029004340278035,0.2289636224577639,102
0.2895540791436864,1.0482403244482876,-0.6591369659047435,0.21555163527868898,103
-1.2392835199225156,0.7556810430930115,-0.8838362568399724,0.04969006207146279,104
-2.391038396335548,-0.10378636735998004,-0.6369856400115091,-0.018750140487934466,105
-0.5004775759552424,1.4677065378391831,-0.6543141258459921,0.01456006880275993,106
0.23668348030308445,-0.29668968338378204,0.3126768786262685,0.17013288131024693,107
-1.9134227813391467,-0.5845920438945269,-0.14604888279649356,0.04579684619960318,108
-2.183523592009329,-0.05587347094503281,-0.029911919487066757,0.005214919855987564,109
-2.065642654820625,-0.06304380664196951,0.11009183892596955,0.04568309123886627,110
-0.9473484686696015,-0.5319468954344417,-0.06063313858391306,0.10152906632436265,111
0.62133419709907,0.09623255900043781,-0.6982209663146068,-0.10957934623944274,114
-0.5403827130757024,0.6694248839394452,-0.6278074706979253,-0.03895991171828354,115
-0.6544920290086202,-0.06377777386558317,-0.7898718786466187,-0.004745025764891317,116
1.6263132968240885,-0.195530396699228,-0.30717903587583495,0.11543174514593568,119
0.3008498995561291,-0.6574090679648568,0.16869907340601692,-0.11497499458436794,120
-1.2692579286017722,1.3501647644408834,0.41981708573758286,0.11220314673716238,121
-1.5364732607709541,-0.763572438799097,-0.8502395279165278,0.0931692819952788,125
-1.5309884766947786,-0.3508176253868585,-1.0447787469833978,0.005075440576169918,126
-2.148605932664288,0.6940219047211038,-0.22134587969107541,0.051856072673062366,131
-0.4776299019043089,0.39279317828312316,-0.7402628767428338,0.06586970027770189,132
-1.839443990949177,-0.5340366135626426,-0.74980366367106,-0.11450355029970893,133
