id,PC1,PC2,cluster,gender,academic_year,residence
146,0.06634670501836881,-0.6164269070690621,C2,Male,1st Yr,Urban
155,-0.7960197285516811,0.09411951893567799,C1,Male,1st Yr,Urban
156,-1.0049259521047322,-0.4419193408131752,C1,Male,1st Yr,Rural
158,-0.297773832265504,-0.5016154253272708,C1,Male,1st Yr,Suburb/Semi-Urban
159,-1.4483666418473249,-0.7785992906232079,C1,Male,1st Yr,Urban
160,-1.906495109649121,-1.2960058059028357,C1,Male,1st Yr,Rural
161,-1.9972278222642215,-0.3465746668084898,C1,Male,1st Yr,Urban
162,-0.6333712838281993,0.13105812491412294,C1,Male,1st Yr,Rural
163,-0.7286442416274903,-1.1973542003544537,C1,Male,1st Yr,Rural
165,-2.9384492894568974,0.013251970428964421,C1,Female,1st Yr,Urban
166,-0.6947892084444799,0.539926304567099,C1,Female,1st Yr,Urban
167,-0.6717323651983591,0.34063647936913977,C1,Female,1st Yr,Urban
170,-1.641408076243034,0.2998394653547656,C1,Male,1st Yr,Urban
173,-1.0723561485877375,-0.10484877239013568,C1,Male,1st Yr,Urban
174,-1.8154062431636055,0.30828269812137343,C1,Male,1st Yr,Urban
175,-1.4166162916033158,0.6044568317156882,C1,Male,1st Yr,Suburb/Semi-Urban
176,-0.9744336447852362,0.2019415536160481,C1,Male,1st Yr,Suburb/Semi-Urban
177,1.9521672126844107,-0.9923557168871827,C2,Male,3rd Yr,Urban
178,1.062183521905566,0.3934925861349456,C2,Female,3rd Yr,Urban
179,0.5302954159067462,-0.5488031163755237,C2,Male,3rd Yr,Urban
180,3.968775772673658,-0.34187934213620474,C2,Female,3rd Yr,Suburb/Semi-Urban
181,2.4721626452404353,0.40796444362477235,C2,Female,3rd Yr,Urban
182,0.12249456284193327,-1.3617761066836163,C2,Male,3rd Yr,Urban
184,0.2817906288153307,-0.17615851532150034,C2,Female,3rd Yr,Urban
185,-0.6102077261912695,-0.5544128978555438,C1,Female,3rd Yr,Rural
186,-2.8448162866741544,1.7153925863655686,C1,Male,3rd Yr,Urban
187,0.9620375958266146,0.4591236544625848,C2,Female,3rd Yr,Urban
188,1.5939852545166238,0.2049694492640397,C2,Female,3rd Yr,Urban
189,1.7173921012302427,0.47521336897523986,C2,Female,3rd Yr,Suburb/Semi-Urban
190,2.167638760263915,0.3400783199470667,C2,Female,3rd Yr,Rural
191,0.9751758827273757,1.4127859874828843,C2,Female,3rd Yr,Rural
194,0.3059223035987612,-0.9313201198034141,C2,Male,3rd Yr,Rural
195,0.767101890152696,0.26233075068966005,C2,Male,3rd Yr,Suburb/Semi-Urban
196,-0.00900222424592878,0.6477594677460747,C1,Female,3rd Yr,Urban
197,3.2732044242871075,-1.4279988919008473,C2,Male,3rd Yr,Urban
198,-0.39401307157162246,0.5985333767576868,C1,Male,3rd Yr,Rural
200,-0.604581627277963,-0.6844195435124659,C1,Male,3rd Yr,Urban
201,0.5145609163293787,-1.1933522660017828,C2,Male,3rd Yr,Urban
202,3.052302928798655,-0.23639001885535382,C2,Male,3rd Yr,Urban
205,-1.7298182083835836,1.7737227808961569,C1,Male,3rd Yr,Suburb/Semi-Urban
206,-0.37579232280973485,0.30049498321562645,C1,Male,1st Yr,Urban
207,0.7523037253455487,-0.9090466956561172,C2,Female,1st Yr,Suburb/Semi-Urban
208,0.18512033697216446,-1.0065848251524976,C2,Female,1st Yr,Urban
210,4.770803940401863,-0.16057608503749687,C2,Female,1st Yr,Urban
213,-2.876008148542339,-0.2976185920010769,C1,Male,1st Yr,Urban
214,-3.1722124994423533,-0.9952621046766064,C1,Male,1st Yr,Urban
216,-0.13976600322725427,0.13666703142037936,C1,Male,1st Yr,Urban
217,-0.34193404556131907,-0.11791790416630023,C1,Female,1st Yr,Urban
218,-2.4442478452964433,0.930525431780697,C1,Male,1st Yr,Urban
220,1.6956944748727831,0.5331604862962249,C2,Female,1st Yr,Urban
221,1.098204911932417,0.3440071056360501,C2,Female,1st Yr,Urban
222,1.214635091305347,0.7468223702190147,C2,Female,1st Yr,Urban
223,-1.0170478661944733,0.36343381237478906,C1,Female,1st Yr,Urban
226,-1.6974134113576727,0.361394232849642,C1,Male,1st Yr,Suburb/Semi-Urban
229,0.5224204922376219,0.6441951847552021,C2,Female,1st Yr,Suburb/Semi-Urban
230,0.31847413085830634,0.5670397596585638,C2,Female,1st Yr,Suburb/Semi-Urban
231,-0.37866006838189,0.6745091277374494,C1,Female,1st Yr,Suburb/Semi-Urban
232,-2.2075530149966225,-1.0088495218710287,C1,Male,1st Yr,Urban
233,-1.551814549038154,-0.6110212080456663,C1,Male,1st Yr,Urban
234,0.12388516553402996,-0.6151521971817931,C2,Male,1st Yr,Rural
236,-2.5366481926332742,-0.5055658231588693,C1,Male,1st Yr,Urban
239,1.7384042560208437,0.619757722432187,C2,Female,3rd Yr,Rural
240,-3.937345337564235,0.7351244571595581,C1,Male,3rd Yr,Urban
241,1.2785727142853172,0.06687239558648417,C2,Female,3rd Yr,Rural
242,-1.135716944212834,-0.3155184485433323,C1,Male,3rd Yr,Rural
243,-2.4426119147335723,0.5184318656318754,C1,Male,3rd Yr,Rural
244,-2.771043538452918,0.5771141172548011,C1,Male,3rd Yr,Urban
245,0.42935456633719005,-0.8446034140918869,C2,Male,3rd Yr,Urban
246,-3.884570213969209,-1.0080940859404772,C1,Male,3rd Yr,Urban
247,1.9094435059429633,1.7212763373590216,C2,Female,3rd Yr,Rural
248,4.010747021304994,-0.26919040090301327,C2,Male,3rd Yr,Urban
249,0.14963440940990705,-0.31559322358234576,C2,Male,3rd Yr,Rural
251,-2.95362667323378,-1.288786966102158,C1,Male,3rd Yr,Urban
253,-0.6570996765302075,0.4295526645153752,C1,Male,3rd Yr,Suburb/Semi-Urban
255,-0.58112051606327,-0.6604266449788466,C1,Male,3rd Yr,Rural
256,1.4964761396971555,-1.5218152522203974,C2,Female,2nd Yr,Suburb/Semi-Urban
257,0.5377850165229594,-0.5278553442433372,C2,Female,2nd Yr,Urban
259,0.8382508294983784,0.09451319998642096,C2,Female,2nd Yr,Suburb/Semi-Urban
260,0.5841504432869469,1.09705636830518,C2,Female,2nd Yr,Suburb/Semi-Urban
261,-2.043831404438298,-0.7227006039696401,C1,Male,2nd Yr,Rural
262,0.7348352959421303,0.0508480792064831,C2,Female,2nd Yr,Suburb/Semi-Urban
263,-0.26104098447367446,-0.8531289768065247,C1,Female,2nd Yr,Suburb/Semi-Urban
264,-1.1736712083077052,-1.5226341876625535,C1,Female,2nd Yr,Urban
265,1.042300552427014,-0.5586756917004732,C2,Female,2nd Yr,Suburb/Semi-Urban
266,0.973051434282555,-0.1401949443726881,C2,Male,3rd Yr,Urban
267,-0.6585501949187567,0.9043631670304787,C1,Male,3rd Yr,Suburb/Semi-Urban
268,-0.7540043873134882,1.725650350010456,C1,Female,2nd Yr,Suburb/Semi-Urban
269,1.6108354991999692,0.8642845271236851,C2,Female,2nd Yr,Urban
272,-1.8623566747504623,-0.007903491101708515,C1,Male,2nd Yr,Suburb/Semi-Urban
273,-0.09415022623415192,-0.6874849004852448,C1,Male,2nd Yr,Suburb/Semi-Urban
274,-1.9050568677309405,0.5476494865412083,C1,Male,2nd Yr,Rural
275,-1.3059762431311652,-0.6554787190438872,C1,Male,2nd Yr,Rural
279,0.21635629396272316,0.651184952396035,C2,Female,2nd Yr,Urban
280,0.8953201729255286,0.5020194036388363,C2,Female,2nd Yr,Urban
282,-0.280693720580039,0.7124881196188821,C1,Male,2nd Yr,Urban
284,-0.39660612881756985,1.6306095230872766,C1,Female,2nd Yr,Urban
287,-0.024473679565547135,1.231653146195368,C1,Female,2nd Yr,Rural
288,2.798203518143646,0.31998883089864216,C2,Female,2nd Yr,Urban
289,0.9079042027193303,0.9306195935779565,C2,Female,2nd Yr,Urban
293,0.18753128177953005,-0.9372635258460915,C2,Male,3rd Yr,Urban
294,-1.0132044747049271,-0.3036881009276528,C1,Male,3rd Yr,Rural
295,-3.064016231456898,0.635460431225312,C1,Male,3rd Yr,Suburb/Semi-Urban
298,0.4199885723243694,0.07968657784769112,C2,Male,3rd Yr,Urban
299,0.3505817215117645,-0.9629020962849815,C2,Male,3rd Yr,Urban
301,0.454598046538845,-0.8966738075957272,C2,Male,3rd Yr,Rural
305,-0.5496530996478755,-0.17726328337034727,C1,Male,3rd Yr,Rural
306,0.21110749603579837,-0.5282872026270906,C2,Male,3rd Yr,Urban
308,-2.4640186893851337,0.4724774094001277,C1,Male,3rd Yr,Suburb/Semi-Urban
310,-2.6546288862889647,1.1373625471678823,C1,Male,3rd Yr,Suburb/Semi-Urban
317,0.2056266291654169,-0.32767010477878344,C2,Male,2nd Yr,Rural
318,0.101223271697259,0.2824651619378287,C2,Female,2nd Yr,Urban
323,-3.5608990696753513,-0.367160658024166,C1,Male,2nd Yr,Suburb/Semi-Urban
324,-2.2740913938585767,0.04669105975088561,C1,Male,2nd Yr,Urban
325,-0.14627042552901381,-1.8024694074259362,C1,Male,2nd Yr,Urban
326,-0.0025683109212681077,0.20549288619337214,C1,Male,2nd Yr,Urban
327,2.3358426516962445,-0.48063427801506364,C2,Female,2nd Yr,Urban
328,0.6225648184825895,1.4117414176952634,C2,Female,2nd Yr,Urban
330,4.926984684069419,-0.4953875439569906,C2,Female,2nd Yr,Urban
331,0.7104461724511468,-0.06410325370688458,C2,Female,2nd Yr,Urban
332,-1.703415814208448,-0.006637108365986855,C1,Male,2nd Yr,Rural
334,-1.9712627491784998,-0.04964655210905533,C1,Male,2nd Yr,Urban
335,0.7001561614615754,0.5240913258442285,C2,Female,2nd Yr,Suburb/Semi-Urban
337,-0.2986124838949575,-0.6872590207833453,C1,Female,2nd Yr,Urban
338,-0.8765974899789515,-0.05549300491794898,C1,Female,2nd Yr,Urban
340,-0.9981855593125786,-0.022062780619350797,C1,Female,2nd Yr,Rural
341,1.3553812080959824,0.32198758039265973,C2,Female,2nd Yr,Urban
342,-0.8867617741241954,-0.4386499085793423,C1,Male,2nd Yr,Rural
343,-3.025444493030739,-1.0290715527312042,C1,Male,2nd Yr,Urban
346,-0.9343578798489235,-0.472459334246876,C1,Male,2nd Yr,Urban
347,-1.4812243271670356,-0.18274735900626504,C1,Male,2nd Yr,Urban
353,-0.25217738998179157,-0.21699119447103996,C1,Male,2nd Yr,Urban
355,-1.6187073492766866,-0.6069399453405695,C1,Male,2nd Yr,Urban
358,-0.6978575595810279,-1.0685624325787095,C1,Male,2nd Yr,Rural
360,-0.7187656705420359,0.0698672603622974,C1,Male,2nd Yr,Rural
362,0.2794594897979608,-0.9214330695305812,C2,Male,4th Yr,Suburb/Semi-Urban
363,3.211500729682428,0.5470864546690313,C2,Female,2nd Yr,Urban
364,1.9531743776964228,-0.7365149582361432,C2,Female,2nd Yr,Urban
368,3.6553836661768155,0.28345026178557586,C2,Female,2nd Yr,Suburb/Semi-Urban
371,2.486027912093548,0.03759199397138924,C2,Female,2nd Yr,Suburb/Semi-Urban
373,2.2231173910482083,-0.07747464576361618,C2,Female,2nd Yr,Rural
374,3.9741846841944364,0.09374854114836673,C2,Female,2nd Yr,Suburb/Semi-Urban
375,0.23203959334297772,-0.35441022489008117,C2,Female,2nd Yr,Rural
377,-1.4353033530458925,1.1468900535622724,C1,Male,2nd Yr,Urban
379,-0.8068264691318365,1.1849116819586631,C1,Male,2nd Yr,Urban
380,-3.249869849870156,0.351761614487317,C1,Male,2nd Yr,Urban
383,1.4107709807427342,0.5292331118282717,C2,Female,2nd Yr,Suburb/Semi-Urban
384,2.4754953752614073,-1.1580762506311952,C2,Male,2nd Yr,Suburb/Semi-Urban
385,1.3443699362769093,0.18580378124177194,C2,Female,2nd Yr,Suburb/Semi-Urban
386,2.482698078852506,0.25736512385018806,C2,Female,2nd Yr,Rural
387,-1.8390897640128188,-0.022929246423453842,C1,Male,2nd Yr,Rural
388,-2.2766559014687973,0.040218546627256324,C1,Male,2nd Yr,Rural
390,2.769454916414465,-0.47191323125671714,C2,Female,2nd Yr,Urban
391,-1.3377250650619983,-0.5526223356054475,C1,Male,2nd Yr,Urban
393,2.267444154119896,0.7523558062585417,C2,Female,2nd Yr,Urban
395,3.137320709160308,-1.1850379016078425,C2,Male,2nd Yr,Urban
397,2.3445684435391843,0.7779172420632445,C2,Female,2nd Yr,Urban
399,0.8686787429038563,-0.6073794958837606,C2,Male,2nd Yr,Urban
400,-0.44654578221779545,-0.49772433224965534,C1,Female,2nd Yr,Urban
401,0.18833573300345224,0.6940226830460703,C2,Male,2nd Yr,Suburb/Semi-Urban
403,-0.7914013448913347,-0.5785832848954325,C1,Male,2nd Yr,Suburb/Semi-Urban
404,-0.29115177952578086,-0.25189344812649417,C1,Male,2nd Yr,Rural
405,0.41359625380357096,1.304664436388288,C2,Male,2nd Yr,Urban
408,-0.9897669794197657,0.29483491234674025,C1,Female,2nd Yr,Urban
413,-0.18704072668175875,-0.19084072927704984,C1,Female,2nd Yr,Suburb/Semi-Urban
414,-3.274184764700745,0.08519600158618279,C1,Male,2nd Yr,Urban
416,-0.1695939992006265,-1.0063517754787568,C1,Female,3rd Yr,Urban
419,0.8146597675304557,-0.9400747465922323,C2,Male,3rd Yr,Rural
420,-2.345003566137039,-0.4049554809070379,C1,Male,3rd Yr,Urban
422,-1.5296518620531911,-0.24609592024509863,C1,Female,3rd Yr,Urban
423,-0.44643134150105457,-0.5008816029015732,C1,Male,3rd Yr,Rural
424,1.8672857329024746,2.3971135579203828e-4,C2,Male,3rd Yr,Urban
426,-0.22530838228205224,-0.061778125313548406,C1,Male,3rd Yr,Urban
428,2.6968945103177724,-0.7341585946486826,C2,Female,2nd Yr,Urban
430,2.521180001228149,-0.335235297991483,C2,Female,2nd Yr,Urban
431,-1.6026711183766142,-0.13097886344171172,C1,Female,2nd Yr,Rural
434,-0.35609842255410423,0.35013127898138774,C1,Female,2nd Yr,Urban
435,2.0995035616342763,0.8938079616682318,C2,Female,2nd Yr,Urban
436,0.21200408472694288,-0.9045736295403346,C2,Female,2nd Yr,Rural
438,2.2246076920708484,-0.25782949323659443,C2,Female,2nd Yr,Urban
439,-0.7394051881453941,-0.31986505679127014,C1,Female,2nd Yr,Rural
441,-0.2832943235968541,-0.35284619508983095,C1,Female,2nd Yr,Urban
442,-1.0579082452575217,0.27164532727118995,C1,Female,2nd Yr,Urban
445,-2.102458776256698,-1.3455770523282353,C1,Male,2nd Yr,Urban
448,4.443407770705638,-0.043614458438451464,C2,Female,2nd Yr,Urban
449,-2.3641250587598543,0.7388557479639669,C1,Male,2nd Yr,Urban
450,0.9457779765325809,-0.07494323088075833,C2,Male,2nd Yr,Urban
452,-0.09137012486974752,0.8134075629469184,C1,Female,2nd Yr,Urban
453,1.7764739464948676,0.7907623232507255,C2,Female,4th Yr,Rural
454,-3.9353897249433123,0.6656153171708843,C1,Male,2nd Yr,Rural
461,-1.8527328593193648,-0.5411864619839022,C1,Male,3rd Yr,Suburb/Semi-Urban
462,-3.866076758507589,-0.24034913484947995,C1,Male,4th Yr,Urban
464,-0.8460264523481795,-0.21953017587618265,C1,Male,3rd Yr,Suburb/Semi-Urban
465,0.03378193946648193,0.18646124163333766,C1,Female,3rd Yr,Urban
466,-1.5080099400344968,-0.1739889499654682,C1,Male,3rd Yr,Urban
469,2.581016210227089,0.7100075915493078,C2,Female,3rd Yr,Urban
471,-2.0815991329376606,-0.2834336685456986,C1,Male,3rd Yr,Urban
472,1.4365258000471504,-0.8385205329109873,C2,Male,3rd Yr,Urban
473,-0.14314225174189524,-0.3049798536689814,C1,Male,3rd Yr,Rural
474,0.9176946464229604,-0.09744892830528973,C2,Male,3rd Yr,Suburb/Semi-Urban
477,0.4503874343210412,0.3740132465914711,C2,Female,3rd Yr,Urban
478,-3.1208926589044315,-0.6146067691804068,C1,Male,3rd Yr,Urban
479,-1.5606138231356654,1.09557592207023,C1,Male,3rd Yr,Rural
480,-0.11841708731277012,0.8176346609636702,C1,Male,3rd Yr,Rural
483,-0.47507278394950364,-0.08917754551021001,C1,Male,2nd Yr,Urban
484,0.8478566418184705,0.27568812878477156,C2,Male,2nd Yr,Rural
485,-1.0038850594648834,0.3840308914764143,C1,Male,2nd Yr,Urban
487,-2.2332355368902803,-0.7861139419226013,C1,Male,2nd Yr,Urban
489,-2.0714598503309745,-0.12159240135009275,C1,Male,2nd Yr,Suburb/Semi-Urban
490,-1.4210681251641184,-0.1772603528021136,C1,Male,2nd Yr,Rural
491,1.652987452669458,1.0858214596860953,C2,Male,2nd Yr,Rural
493,-2.0263027064360313,1.9096636206282445,C1,Female,2nd Yr,Urban
496,1.4705142362508572,-0.10347161001491256,C2,Female,2nd Yr,Suburb/Semi-Urban
498,-0.4249429766400475,-0.35817742807118697,C1,Female,2nd Yr,Rural
500,0.10738619027543715,0.009113844660973333,C2,Female,2nd Yr,Urban
502,-0.8154510514263914,-0.10388928283706098,C1,Male,2nd Yr,Rural
503,1.381179654898384,-0.5816432072994753,C2,Male,2nd Yr,Urban
504,-2.5996452128472436,0.14306588101166917,C1,Male,2nd Yr,Urban
505,-2.3420480274858284,-0.25390005672426974,C1,Male,2nd Yr,Urban
506,-2.434213029254922,-1.0098915448119365,C1,Male,2nd Yr,Rural
507,0.6922359937152314,0.34921100983496667,C2,Male,2nd Yr,Rural
509,-1.8726458720644596,-0.8708104524717984,C1,Male,2nd Yr,Suburb/Semi-Urban
510,0.994611707463303,-0.4867489089303189,C2,Female,2nd Yr,Urban
511,1.2428860316957793,-0.4787353275361497,C2,Female,2nd Yr,Suburb/Semi-Urban
512,2.743225616803453,-0.32885398659035436,C2,Female,2nd Yr,Urban
513,2.631785173355162,-0.9092399105698442,C2,Female,2nd Yr,Urban
514,0.6928105992541651,0.6341237114464797,C2,Female,2nd Yr,Suburb/Semi-Urban
515,-1.0550462792804172,0.1387708988248716,C1,Female,2nd Yr,Urban
516,1.2197051300654032,-0.6809372445052795,C2,Female,2nd Yr,Urban
517,1.599587840804439,-0.035261547202160015,C2,Female,2nd Yr,Urban
518,-0.959382545084429,-0.9560086818322115,C1,Male,2nd Yr,Rural
520,1.3978158846619064,0.331686360641666,C2,Male,2nd Yr,Suburb/Semi-Urban
521,-1.322789468444708,-0.6488486094995548,C1,Male,2nd Yr,Suburb/Semi-Urban
523,-0.5240907190890275,-0.356290623094185,C1,Male,2nd Yr,Urban
531,-2.606002817842088,0.06968130334673028,C1,Male,1st Yr,Urban
532,-2.553654388973515,-0.27745424061807133,C1,Male,4th Yr,Suburb/Semi-Urban
533,-2.6296526959185784,-0.5478670836857923,C1,Male,4th Yr,Rural
534,-2.452687046698324,-0.3775276825695447,C1,Male,4th Yr,Rural
537,-1.0490427210637783,-0.7977574226115676,C1,Male,2nd Yr,Urban
538,-3.431512772681385,-0.18113155559086414,C1,Male,2nd Yr,Urban
539,-0.9483204195133528,-1.0241140143020049,C1,Male,2nd Yr,Urban
540,-4.476720361077345,-0.6768468525218376,C1,Male,1st Yr,Urban
547,-3.590832674843127,-1.1471900457511648,C1,Male,4th Yr,Suburb/Semi-Urban
550,-2.7058948770776223,-1.4805253366705264,C1,Male,4th Yr,Urban
551,-0.5788436982622907,-0.4743953225614191,C1,Male,4th Yr,Rural
552,-0.9679252089668633,0.5758789516895644,C1,Male,4th Yr,Urban
553,-2.0120754125461624,-1.3368576601939484,C1,Male,4th Yr,Rural
555,-3.009160582168218,-0.7249242736165,C1,Female,4th Yr,Urban
557,-1.4891526833150266,-1.3426929631747666,C1,Male,4th Yr,Rural
558,-1.5551591926813597,-0.6406427132973093,C1,Male,4th Yr,Urban
559,-2.2212968240691278,0.3174176370558234,C1,Male,4th Yr,Urban
563,0.24512318394543733,0.051153168729420294,C2,Male,4th Yr,Rural
565,1.8489399944676885,0.07411885538720675,C2,Female,4th Yr,Suburb/Semi-Urban
567,-0.5419622164861053,0.28372681252861864,C1,Male,4th Yr,Urban
570,1.3045424520332003,-0.6117577501690428,C2,Male,4th Yr,Suburb/Semi-Urban
571,0.19536744850034607,-0.09260318367597653,C2,Female,1st Yr,Urban
572,-2.781344600608752,-0.3570071543655877,C1,Male,4th Yr,Urban
573,-2.6787772856936742,1.445656847399143,C1,Male,4th Yr,Urban
574,-1.5877148643913663,0.06420574431854664,C1,Male,4th Yr,Urban
575,-1.1209092993105083,-0.12129230785493927,C1,Male,4th Yr,Urban
576,-1.0431538743758713,-0.6509225689058423,C1,Male,4th Yr,Urban
577,0.14397299260282176,0.24462139970145974,C2,Female,2nd Yr,Urban
578,-0.9644485692765155,-0.5958265441936303,C1,Male,2nd Yr,Suburb/Semi-Urban
579,-1.671420614703663,-0.9662108527840254,C1,Male,2nd Yr,Suburb/Semi-Urban
580,0.23090266802817688,-1.3080708184744148,C2,Male,2nd Yr,Suburb/Semi-Urban
581,0.7150270466866047,-0.18859788881179046,C2,Male,4th Yr,Rural
583,1.4652333437341476,-1.827675603359724e-4,C2,Male,2nd Yr,Urban
584,1.3161019253541275,0.888801348311201,C2,Male,2nd Yr,Suburb/Semi-Urban
585,0.4607092793699791,-0.4276089873016423,C2,Male,2nd Yr,Suburb/Semi-Urban
586,-0.8332575465434547,-0.4142587577016195,C1,Male,2nd Yr,Urban
587,-1.9549943571847723,0.9721087697566395,C1,Male,2nd Yr,Suburb/Semi-Urban
588,-1.567799015358748,-0.9695001834182921,C1,Male,4th Yr,Rural
589,0.9691059998462423,-0.11335576202308845,C2,Female,4th Yr,Urban
