PC,eigenvalue,prop_var,cum_var
PC1,3.2889357117114013,0.8222339279278503,0.8222339279278503
PC2,0.5285842836150862,0.13214607090377156,0.954379998831622
PC3,0.16470021441698457,0.04117505360424614,0.9955550524358681
PC4,0.017779790256527706,0.004444947564131926,1
